"name"	"fitted1"	"rep"
"yjiX"	-0.00856721093203855	3
"yfaV"	-0.00509630364576783	3
"ascG"	-0.00114327317294092	3
"sugE"	-0.0412044310053955	3
"IR1935"	-0.00172109573384394	3
"IR2919"	-0.0177159820348779	3
"IR612"	-0.0599661521191598	3
"ECB_03723"	-0.0131738049692229	3
"glpX"	-0.00197216277012764	3
"rng"	-0.0560405903342952	3
"fusA"	-0.0255236190424067	3
"ynhG"	-0.00351179120481563	3
"IR1632"	-0.0747586730795629	3
"ibpB"	-0.0160658550756211	3
"cycA"	-0.0124773423264448	3
"ugd"	-0.0124969465982025	3
"phnP"	-0.0115986977495082	3
"yqiA"	-0.0187827604843733	3
"IR3309"	-0.0316583099546156	3
"yniC"	-0.00257969037304961	3
"hflD"	-0.00537808988308438	3
"IR392"	-0.00440462479276968	3
"ppdC"	-0.0205977888659898	3
"miaB"	-0.00233710721411261	3
"IR185"	-0.00927984240489496	3
"ycjF"	-0.011244228275323	3
"ykgF"	-0.00431263218912935	3
"mtlD"	-0.0148527223247152	3
"yihU"	-0.0151431438182196	3
"ytfH"	-0.00068736087853213	3
"yhaI"	-0.0164545528812411	3
"IR804"	-0.0455058568602624	3
"proW"	-0.00964397754014485	3
"IR1331"	-0.0301292825858574	3
"ygbA"	-0.00365061534571554	3
"yjaG"	-0.0561916564998193	3
"nfsA"	-0.0242911151199922	3
"IR1540"	-0.00646082425034196	3
"tgt"	-0.0495339306243309	3
"aroG"	-0.0269361835154603	3
"IR956"	-0.0040136822006312	3
"IR1040"	-0.113807499598911	3
"yieF"	-0.00271918929790471	3
"IR1168"	-0.02321483618478	3
"ybaW"	-8.34225455286502e-05	3
"yqeA"	-0.00464569451305592	3
"IR2298"	-0.000204084311032301	3
"yehU"	-0.00464378432388955	3
"dcuD"	-0.00928147554208041	3
"IR3302"	-0.0342530746552317	3
"lysA"	-0.0909151874673926	3
"IR3084"	-0.0279636231981449	3
"phoA"	-0.0154858924655757	3
"ydcN"	-0.00622797768875189	3
"mgtA"	-0.0116561826344287	3
"yacC"	-0.000664083395120911	3
"IR2789"	-0.00232281256948633	3
"frdA"	-0.000117831784008409	3
"dinB"	-0.00506762241754355	3
"ydeN"	-0.0120338745380062	3
"hybA"	-0.000757243345773535	3
"IR1509"	-0.0118979694687404	3
"ycbS"	-0.00669949304475563	3
"IR3285"	-0.0635197155027443	3
"ydhY"	-0.0102560117062643	3
"mobA"	-0.0474894540587149	3
"hsrA"	-3.03160229863921e-05	3
"uhpT"	-0.00816287555173681	3
"IR1089"	-0.00934530925701613	3
"yejA"	-0.0078048584998698	3
"IR1638"	-0.0132525827065957	3
"IR1042"	-0.0253207641526722	3
"visC"	-0.0786736414028195	3
"kduI"	-0.00417698314787316	3
"tnaA"	-0.0130776782561992	3
"IR3100"	-0.0160271831507379	3
"norR"	-0.000307518141363883	3
"fimZ"	-0.00323423236307123	4
"cyoC"	-0.0142522569742438	4
"yeiB"	-0.0102271377131544	4
"dacB"	-0.00357425004282506	4
"pntA"	-0.0654306030191995	4
"hsrA"	-0.0143429476024077	4
"ygjE"	-0.00164865026417436	4
"ung"	-0.0241966975009531	4
"IR2530"	-0.0415459600147384	4
"IR1640"	-0.00685439203767127	4
"hemY"	-0.0348207435575238	4
"ECB_02511"	-0.00772613498973233	4
"cpdA"	-0.0343000976931728	4
"IR1736"	-0.0100331780606692	4
"ydcS"	-0.00651346807146281	4
"waaL"	-0.00150731467685486	4
"ECB_04240"	-0.00601628592227805	4
"tsgA"	-0.00787585512793847	4
"araH"	-0.00618342896843987	4
"yjgB"	-0.00381426937740579	4
"glk"	-0.0169120370373751	4
"coaE"	-0.0188000115217861	4
"ompW"	-0.000369732887639557	4
"IR1263"	-0.00365926862380822	4
"IR2460"	-0.0858807733430844	4
"yihQ"	-0.000139187614075704	4
"glyA"	-0.0330192408716314	4
"yjdK"	-0.0258467131890681	4
"IR3546"	-0.0141750460298204	4
"hdhA"	-0.00434241505031842	4
"ycbY"	-0.0185776176396531	4
"yibF"	-0.0320380321888327	4
"aroE"	-0.173185921518689	4
"uxaB"	-0.0287595010146759	4
"IR3271"	-0.00793158335384037	4
"yqiB"	-0.02039739384295	4
"hokB"	-0.043247810746694	4
"IR3634"	-0.00612736406591739	4
"glgA"	-0.0299719804464728	4
"yrdA"	-0.0033621379434397	4
"ygiL"	-0.0176534795790276	4
"citF"	-0.0410326678126859	4
"recD"	-0.0645571692923335	4
"yfhJ"	-0.0335570386768329	4
"ydeN"	-0.0120338745380062	4
"glpX"	-0.00197216277012764	4
"astB"	-0.00137171405792694	4
"ydhS"	-0.00288055986679802	4
"malX"	-0.019820406258155	4
"IR196"	-0.00608169475253444	4
"yaaH"	-0.0230270067436962	4
"tauD"	-0.00390449504836271	4
"ESCRE1902"	-0.0368542136137199	4
"nuoB"	-0.0401474269555796	4
"intB"	-0.000130176032657673	4
"ttk"	-0.0473875388997588	4
"prmA"	-0.00793510465594884	4
"ydjF"	-0.0167095187112206	4
"IR2857"	-0.0236408599902477	4
"narJ"	-0.026570495127101	4
"IR931"	-0.00613941386505016	4
"garD"	-0.000734092909777948	4
"elaC"	-0.0046521670889622	4
"yeeA"	-0.00427400108275629	4
"ECB_02012"	-0.0382925330282767	4
"yjiD"	-0.00692673157910515	4
"yraL"	-0.0662462350951818	4
