"name"	"fitted1"	"rep"
"phpB"	-0.00367665100414885	1
"IR3670"	-0.00406325783825222	1
"frvX"	-0.0059356503398083	1
"nupG"	-0.00892715180418907	1
"ybdA"	-0.0323041468663359	2
"nanR"	-0.0224309723753918	2
"yfbT"	-0.00307872286538364	2
"polA"	-0.00962535083421614	2
"potI"	-0.00602957412539816	2
"gspG"	-0.0188708535232386	2
"dtd"	-0.0127195091729905	2
"amiC"	-0.00262319452207351	2
"thiH"	-0.00165619515094421	2
"trkG"	-0.0487475175200806	2
"hycH"	-0.00845954628062173	2
"wrbA"	-0.0200797302195476	2
"kpsC"	-0.0137331420317282	2
"IR2550"	-0.0175885033722868	2
"ygjH"	-0.0128704955658965	2
"kdpC"	-0.0131647195453067	2
"IR3552"	-0.0023151451543762	2
"IR2451"	-0.00452375250963418	2
"IR761"	-0.005031840520139	2
"IR2618"	-0.00298603166329122	2
"yfbW"	-0.0267987077405388	2
"bglJ"	-0.0176149251395648	2
"ydgD"	-0.00288926343017146	2
"adiC"	-0.00206583161674535	2
"rhsB"	-0.0105611537528113	2
"ECB_03822"	-0.0230178228413417	2
"emrD"	-0.00162736857241822	2
"truB"	-0.0193549294548732	2
"IR776"	-0.0358021285592705	2
"ybjX"	-0.0269218770291911	2
"pflA"	-0.0246100718933353	2
"evgS"	-0.00108967797050182	2
"mscL"	-0.00881011418563356	2
"ccmH"	-0.00375244214537148	2
"ESCRE4542"	-0.00041667211561867	2
"mngR"	-0.0291955807596367	2
"lrhA"	-0.00041706961844237	2
"gshA"	-0.0694420214454676	2
"rsmC"	-0.0246066643722934	2
"ECB_01994"	-0.000686014116390899	2
"mtlA"	-0.00774881874265195	2
"alkA"	-0.00496516203961804	2
"ECB_03519"	-0.000137724325966748	2
"guaC"	-0.00414479331503261	2
"yfiA"	-0.0439724304972654	2
"sbcC"	-0.00931517190859411	2
"IR3387"	-0.00124089043842674	2
"ESCRE4566"	-0.00266674385954558	2
"IR1260"	-0.00121680599180066	2
"ucpA"	-0.0423273007632682	2
"ybjD"	-0.00757056085819958	2
"ppdA"	-0.00435526618242574	2
"ddpC"	-0.00194775862621606	2
"IR363"	-0.0134363305316481	2
"pheP"	-0.0373439901610206	2
"trpC"	-0.0565052238552017	2
"yjbF"	-0.0521904175742163	2
"yobA"	-0.00019913663964612	2
"yghA"	-0.042393980612119	2
"yeiI"	-0.0093159428988596	2
"yebR"	-0.00607279450227378	2
"exuR"	-0.00968313531173653	2
"garD"	-0.000734092909777948	2
"IR3714"	-0.0103741248659116	2
"IR860"	-0.000384808920223774	2
"I"	-0.00775538262737844	2
"ESCRE3575"	-0.00603685127595591	2
"bglF"	-0.00460311967453087	2
"fucU"	-0.00314282997678715	2
"ECB_01505"	-0.0159884201727736	2
"ybgF"	-0.0120137626392336	2
"yeaC"	-0.0381056528945933	2
"argD"	-0.0335657027859939	2
"IR2170"	-0.0388283662350685	2
"IR3375"	-0.0290998380500975	2
"yedV"	-5.52657852909585e-05	2
"agaA"	-0.00964600060412873	2
"tesB"	-0.0110828822916117	2
"yhbY"	-0.0110711837871564	2
"ECB_03278#1"	-0.012942192891129	2
"IR3712"	-0.0166774907646519	2
"recQ"	-0.0203206130745687	2
"gshA"	-0.0582596224396762	2
"wzb"	-0.0238702508852502	2
"trmD"	-0.058110621688073	2
"osmC"	-0.00872909527606063	2
"metQ"	-0.031688735938914	2
"mdtJ"	-0.0379879120496213	2
"sthA"	-0.0349938815835644	2
"caiE"	-0.0123402933719205	2
"IR3291"	-0.0118960047638854	2
"glnH"	-0.0158568054288212	2
